individual_id,university_attended,income
73193,elite university,85572
73194,non-elite university,99266
73195,non-elite university,273284
73196,non-elite university,62744
73197,non-elite university,45715
73198,elite university,68416
73199,elite university,75320
73200,non-elite university,41613
73201,non-elite university,82868
73202,non-elite university,61794
73203,non-elite university,31424
73204,elite university,44562
73205,non-elite university,59920
73206,elite university,63443
73207,non-elite university,39811
73208,elite university,52218
73209,non-elite university,75339
73210,elite university,119552
73211,elite university,22628
73212,non-elite university,47464
73213,elite university,49619
73214,non-elite university,111087
73215,elite university,81659
73216,non-elite university,52639
73217,non-elite university,86009
73218,elite university,73203
73219,elite university,50291
73220,elite university,53285
73221,elite university,83039
73222,non-elite university,111810
73223,elite university,76319
73224,elite university,45226
73225,elite university,66304
73226,elite university,150138
73227,elite university,52499
73228,elite university,57843
73229,non-elite university,38445
73230,elite university,121765
73231,non-elite university,58126
73232,elite university,66308
73233,non-elite university,47769
73234,elite university,89314
73235,non-elite university,70773
73236,non-elite university,77572
73237,elite university,106568
73238,elite university,65039
73239,elite university,63751
73240,non-elite university,93725
73241,non-elite university,80195
73242,non-elite university,71160
73243,non-elite university,45384
73244,elite university,54426
73245,non-elite university,29444
73246,elite university,73377
73247,elite university,78177
73248,non-elite university,62850
73249,non-elite university,39164
73250,non-elite university,38142
73251,elite university,98130
73252,elite university,89496
73253,non-elite university,60591
73254,non-elite university,41604
73255,non-elite university,59097
73256,elite university,115637
73257,elite university,58768
73258,elite university,53072
73259,elite university,83396
73260,elite university,84310
73261,non-elite university,68595
73262,elite university,47397
73263,non-elite university,50173
73264,non-elite university,97590
73265,elite university,54037
73266,elite university,72300
73267,non-elite university,73863
73268,non-elite university,52612
73269,elite university,52452
73270,non-elite university,55755
73271,non-elite university,50374
73272,elite university,63077
73273,elite university,71292
73274,non-elite university,62091
73275,elite university,63270
73276,non-elite university,106983
73277,non-elite university,49596
73278,non-elite university,57246
73279,non-elite university,47092
73280,non-elite university,45774
73281,non-elite university,61873
73282,non-elite university,42358
73283,non-elite university,46993
73284,elite university,92113
73285,elite university,75031
73286,non-elite university,49552
73287,elite university,49836
73288,elite university,91903
73289,non-elite university,103983
73290,non-elite university,60707
73291,non-elite university,51443
73292,non-elite university,60096
73293,elite university,61965
73294,non-elite university,36194
73295,elite university,64674
73296,non-elite university,37054
73297,non-elite university,46738
73298,non-elite university,64149
73299,elite university,87754
73300,elite university,56181
73301,elite university,145692
73302,non-elite university,41330
73303,non-elite university,90403
73304,elite university,43027
73305,non-elite university,76796
73306,elite university,95986
73307,non-elite university,64334
73308,non-elite university,40686
73309,non-elite university,29530
73310,non-elite university,49337
73311,elite university,92385
73312,non-elite university,27985
73313,elite university,44460
73314,elite university,51950
73315,elite university,80924
73316,non-elite university,134716
73317,elite university,56317
73318,non-elite university,59562
73319,elite university,61753
73320,non-elite university,25141
73321,non-elite university,75621
73322,non-elite university,74013
73323,non-elite university,61616
73324,non-elite university,44051
73325,elite university,74660
73326,elite university,63553
73327,elite university,72625
73328,elite university,41082
73329,elite university,51082
73330,elite university,60655
73331,elite university,64225
73332,non-elite university,74381
73333,non-elite university,59857
73334,elite university,48549
73335,elite university,110870
73336,elite university,50335
73337,elite university,70669
73338,non-elite university,37798
73339,non-elite university,54720
73340,non-elite university,69397
73341,elite university,79561
73342,elite university,75445
73343,non-elite university,48225
73344,elite university,47164
73345,non-elite university,51379
73346,non-elite university,54555
73347,non-elite university,53424
73348,elite university,48857
73349,non-elite university,40475
73350,non-elite university,38521
73351,elite university,81054
73352,non-elite university,43224
73353,elite university,57742
73354,elite university,72244
73355,elite university,76779
73356,elite university,66396
73357,elite university,61595
73358,non-elite university,74951
73359,elite university,83645
73360,elite university,52555
73361,non-elite university,31704
73362,elite university,72134
73363,elite university,86425
73364,elite university,87677
73365,elite university,49511
73366,elite university,159388
73367,elite university,74552
