individual_id,university_attended,income_elite_university,income_non_elite_university
68900,elite university,83734,82734
68901,non-elite university,55488,54488
68902,non-elite university,57244,56244
68903,elite university,148161,147161
68904,non-elite university,52976,51976
68905,non-elite university,63257,62257
68906,elite university,86750,85750
68907,non-elite university,55360,54360
68908,elite university,66463,65463
68909,non-elite university,73433,72433
68910,elite university,39640,38640
68911,elite university,71920,70920
68912,elite university,138529,137529
68913,elite university,28200,27200
68914,elite university,73568,72568
68915,elite university,49761,48761
68916,non-elite university,67796,66796
68917,non-elite university,44774,43774
68918,elite university,89291,88291
68919,elite university,101247,100247
68920,elite university,47789,46789
68921,elite university,87785,86785
68922,non-elite university,46919,45919
68923,elite university,74712,73712
68924,non-elite university,87964,86964
68925,non-elite university,84688,83688
68926,non-elite university,54691,53691
68927,non-elite university,45888,44888
68928,elite university,79493,78493
68929,elite university,81264,80264
68930,non-elite university,106344,105344
68931,non-elite university,87061,86061
68932,elite university,86223,85223
68933,elite university,121882,120882
68934,elite university,80338,79338
68935,non-elite university,68868,67868
68936,non-elite university,81915,80915
68937,elite university,59232,58232
68938,elite university,86138,85138
68939,elite university,59332,58332
68940,elite university,66855,65855
68941,non-elite university,102992,101992
68942,elite university,92351,91351
68943,elite university,42733,41733
68944,elite university,89971,88971
68945,non-elite university,107402,106402
68946,elite university,70144,69144
68947,elite university,121001,120001
68948,non-elite university,45367,44367
68949,elite university,54820,53820
68950,non-elite university,71090,70090
68951,elite university,48133,47133
68952,non-elite university,46738,45738
68953,elite university,108624,107624
68954,elite university,46500,45500
68955,non-elite university,41926,40926
68956,elite university,43816,42816
68957,elite university,96490,95490
68958,elite university,58730,57730
68959,non-elite university,44900,43900
68960,non-elite university,77810,76810
68961,elite university,69101,68101
68962,non-elite university,70792,69792
68963,elite university,72768,71768
68964,non-elite university,55147,54147
68965,non-elite university,68177,67177
68966,elite university,92104,91104
68967,non-elite university,52344,51344
68968,non-elite university,67482,66482
68969,non-elite university,74897,73897
68970,elite university,67334,66334
68971,non-elite university,84971,83971
68972,non-elite university,42470,41470
68973,elite university,90002,89002
68974,non-elite university,68777,67777
68975,elite university,106551,105551
68976,non-elite university,46209,45209
68977,elite university,52435,51435
68978,non-elite university,42851,41851
68979,elite university,96985,95985
68980,elite university,95280,94280
68981,non-elite university,53836,52836
68982,elite university,70635,69635
68983,elite university,90680,89680
68984,elite university,74117,73117
68985,non-elite university,58235,57235
68986,elite university,129985,128985
68987,non-elite university,41095,40095
68988,elite university,63999,62999
68989,elite university,82890,81890
68990,non-elite university,47861,46861
68991,elite university,63553,62553
68992,elite university,49583,48583
68993,non-elite university,46852,45852
68994,non-elite university,97037,96037
68995,non-elite university,50009,49009
68996,elite university,75092,74092
68997,elite university,90249,89249
68998,non-elite university,78402,77402
68999,elite university,90069,89069
69000,non-elite university,76673,75673
69001,elite university,97517,96517
69002,elite university,53695,52695
69003,elite university,64319,63319
69004,elite university,142992,141992
69005,non-elite university,69944,68944
69006,elite university,85071,84071
69007,elite university,72353,71353
69008,elite university,32532,31532
69009,elite university,72621,71621
69010,non-elite university,54706,53706
69011,elite university,131030,130030
69012,non-elite university,96255,95255
69013,elite university,58779,57779
69014,elite university,84664,83664
69015,elite university,46655,45655
69016,elite university,56586,55586
69017,elite university,75709,74709
69018,elite university,42881,41881
69019,non-elite university,85677,84677
69020,non-elite university,51655,50655
69021,non-elite university,60405,59405
69022,non-elite university,43673,42673
69023,elite university,68785,67785
69024,elite university,44813,43813
69025,non-elite university,91032,90032
69026,elite university,116478,115478
69027,elite university,85338,84338
69028,non-elite university,70793,69793
69029,elite university,59672,58672
69030,non-elite university,68389,67389
69031,elite university,54935,53935
69032,non-elite university,64993,63993
69033,elite university,87776,86776
69034,non-elite university,42254,41254
69035,elite university,87035,86035
69036,non-elite university,24195,23195
69037,elite university,68438,67438
69038,elite university,68409,67409
69039,elite university,58605,57605
69040,elite university,113322,112322
69041,non-elite university,35793,34793
69042,non-elite university,101578,100578
69043,elite university,115786,114786
69044,non-elite university,99704,98704
69045,non-elite university,63334,62334
69046,elite university,105490,104490
69047,elite university,151397,150397
69048,elite university,69405,68405
69049,elite university,81738,80738
69050,non-elite university,41118,40118
69051,non-elite university,44592,43592
69052,elite university,71154,70154
69053,non-elite university,104739,103739
69054,non-elite university,38756,37756
69055,non-elite university,29784,28784
69056,elite university,74754,73754
69057,non-elite university,43640,42640
69058,non-elite university,69838,68838
69059,non-elite university,55286,54286
69060,elite university,63550,62550
69061,elite university,74791,73791
69062,non-elite university,141483,140483
69063,elite university,69807,68807
69064,elite university,69903,68903
69065,elite university,46326,45326
69066,elite university,72173,71173
69067,non-elite university,60804,59804
69068,non-elite university,41453,40453
69069,non-elite university,54131,53131
69070,elite university,55178,54178
69071,elite university,57337,56337
69072,non-elite university,40580,39580
69073,elite university,100641,99641
69074,elite university,120550,119550
69075,elite university,109399,108399
69076,non-elite university,112656,111656
69077,elite university,56577,55577
69078,non-elite university,108115,107115
69079,non-elite university,81587,80587
69080,elite university,54846,53846
69081,non-elite university,45420,44420
69082,elite university,37841,36841
69083,elite university,69290,68290
69084,non-elite university,36983,35983
69085,non-elite university,101505,100505
69086,elite university,42199,41199
69087,non-elite university,89808,88808
69088,non-elite university,56977,55977
69089,elite university,69775,68775
69090,non-elite university,29511,28511
69091,non-elite university,76412,75412
69092,elite university,57080,56080
69093,non-elite university,83808,82808
69094,elite university,71184,70184
69095,elite university,45816,44816
69096,non-elite university,63704,62704
69097,non-elite university,55405,54405
69098,non-elite university,62214,61214
69099,elite university,81672,80672
69100,non-elite university,91772,90772
69101,non-elite university,92323,91323
69102,elite university,71176,70176
69103,non-elite university,57184,56184
69104,non-elite university,48942,47942
69105,non-elite university,42868,41868
69106,non-elite university,60330,59330
69107,non-elite university,52315,51315
69108,elite university,57802,56802
69109,elite university,44685,43685
69110,non-elite university,31152,30152
69111,non-elite university,70096,69096
